"","x"
"1038","Tight fight in Madhya Pradesh   MadhyaPradesh  RahulGandhi   Congressvictory  AjitJogi  "
"1039","PM s statement ahead of Winter Session of Parliament   modi  narendramodi  primeminister  "
"1040","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1041","Today s results are like a bollywood movie where you are not able to predict whats going to happen next  Such a cru  "
"1042","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1043"," RahulGandhi gothra finally helped him to win some seats in Mandyapradesh and Rajasthan  AssemblyElections2018  "
"1044","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1045","  First they ignore you  then they laugh at you   then they attack you  then you Win     Results2018  "
"1046"," RahulGandhi right now   Results2018  AssemblyElections2018  SachinPilot  MadhyaPradeshElections2018 "
"1047","   It s a victory of public against the false promises of  BJP govt  Credit to  RahulGandhi  Our target is now 2019  Then it will be "
"1048","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1049","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1050","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1051","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1052","   It s a victory of public against the false promises of  BJP govt  Credit to  RahulGandhi  Our target is now 2019  Then it will be "
"1053","   It s a victory of public against the false promises of  BJP govt  Credit to  RahulGandhi  Our target is now 2019  Then it will be "
"1054","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1055","It s a victory of public against the false promises of  BJP govt  Credit to  RahulGandhi  Our target is now 2019  T  "
"1056","EVM ghotala Reply   Who s brain is OK EVM Or   Congress  Waiting for your reply  RahulGandhi"
"1057","   Results in favour of Congress is our gift to  RahulGandhi on the anniversary of his succession as party president   SachinPilot    "
"1058","    RajasthanElections2018    Congress leader  Sachinpilot said that  RahulGandhi became the party president exactly a year ago "
"1059"," Election2019 promises are made in the manifestos  there is nothing wrong in it   Every party do it   some promises  "
"1060","    RajasthanElections2018    Congress leader  Sachinpilot said that  RahulGandhi became the party president exactly a year ago "
"1061","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1062","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1063","    RajasthanElections2018    Congress leader  Sachinpilot said that  RahulGandhi became the party president exactly a year ago "
"1064","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1065","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1066"," Hope Lawmakers Will Spend Time On Public Welfare  Not Their Parties   PM  Irony Dies a Thousand Death     stateelections  RahulGandhi"
"1067","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1068"," RajasthanElections2018    Congress leader  Sachinpilot said that  RahulGandhi became the party president exactly a  "
"1069","New leader in New India  A leader who speaks for the 99  people of India  Congratulations   TruthAlwaysWins               "
"1070","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"1071","Rajasthan Assembly Elections 2018 Results  Congress Will Form Govt  Rahul Gandhi  MLAs Will Take Call on CM Post  S  "
"1072","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1073","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1074","Congratulations team congress  Congress  RahulGandhi  good preparation for 2k19"
"1075","   The big day has arrived    has completed a year as president and proved to be a leader with a human face   C "
"1076","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1077","   The big day has arrived    has completed a year as president and proved to be a leader with a human face   C "
"1078","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1079","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1080"," RahulGandhi gets a gift from the nation on completion of a year of INC Presidentship "
"1081","   Results in favour of Congress is our gift to  RahulGandhi on the anniversary of his succession as party president   SachinPilot    "
"1082","    ElectionResults2018  a way for Congress for dehli in 2019  Congratulations congress party worker  Specially  RahulGandhi "
"1083","    RahulGandhi became party president exactly a year ago this day  so this result is a gift for him  Congress will form Gov "
"1084","this is how truth prevails and the false go away       a66en din ab ana wala hai   congress  bjp  NarendraModi   RahulGandhi"
"1085","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1086","well after all the breast beating  the opposition failed to  rout  BJP  those who feel elated thinking it was some  "
"1087","Results in favour of Congress is our gift to  RahulGandhi on the anniversary of his succession as party president   "
"1088","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1089","   In an initiative to increase women s participation in politics  Congress leader  RahulGandhi wrote to  Congress state g "
"1090","   The big day has arrived    has completed a year as president and proved to be a leader with a human face   C "
"1091","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1092","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1093","Congress                                                                                                   Bahumat  ABPnews  Congress  BJP  CongressIsWinning  zeenews  IndiaTodayMagazine  IndiaToday  "
"1094","Now  I am really  Scared about  2019Polls      ModiWave is  Over   RahulGandhi is  Revived  while  BJP s  "
"1095","Congrats  Congress party for your fantastic performance in  heartofIndia  Keep going and destroy  bjp from Central  "
"1096"," Congratulations for the geat victory  congress keep going  rahulgandhi  2019loksabhaelection"
"1097","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1098","   To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope is Pappu "
"1099","   Difference is loud and clear   RahulGandhi is embracing the common man of India  from all walks of life   NaMo is busy "
"1100"," RahulGandhi became party president exactly a year ago this day  so this result is a gift for him  Congress will fo  "
"1101","   UPA leader is new leader face  Sachinpilot not  RahulGandhi"
"1102","Will  Modi say  Nehru is the reason behind their loose                justasking   ModiDestroysRBI   Elections2018  "
"1103"," ElectionResults2018  a way for Congress for dehli in 2019  Congratulations congress party worker  Specially  "
"1104","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1105","   The big day has arrived    has completed a year as president and proved to be a leader with a human face   C "
"1106","   The big day has arrived    has completed a year as president and proved to be a leader with a human face   C "
"1107","The big day has arrived    has completed a year as president and proved to be a leader with a human fac  "
"1108","  Finally  RahulGandhi is proving himself and putting a big slap on face of them who criticised  "
"1109","Okay   Now that  RahulGandhi is a force to reckon with  BJP s chances of sweeping 2019 has increased multifold                  Results2018"
"1110"," victory in  ChhattisgarhElections2018 is not only victory of Congress but also victory of former PM Atal  "
"1111"," Rahulgandhi Dec 11th 1917 Rahul made Congress  President   Congress win in three states grand gift to him   Will he like KCR go by numbers "
"1112","    NarendraModiji here is nothing surprising about BJP debacle  it was expected an  "
"1113","    Congress workers perform  hawan  outside  RahulGandhi s residence in Delhi  AssemblyElections2018   Results2018 "
"1114","It s looks like  khavo or khane do  party  Congress  making their government in 3 major states in the assembly elec  "
"1115","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1116","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1117","Just one year after taking over as  CongressPresident  RahulGandhi has proved he is no pushover     AssemblyElection2018  Congress  inc"
"1118","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1119","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1120","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1121","    ABPResults  leader  KailashVijayvargiya accepts BJP has made mistakes in candidate selection by party and also emp "
"1122","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1123","   Congratulations my dear  your victory is more powerful because it is easy to lead when the going is good but "
"1124"," PioneerEdit   No quick fixes   Whatever today s election results might be  they are bound to have some psychologic  "
"1125","here is nothing surprising about BJP debacle  it was expected and should be accepted  yet it not an acceptance of  "
"1126","     Since 28th dec 1885 when INC was founded by an English man    RahulGandhi is the only president "
"1127","   With  AssemblyElections2018 tilting 3 0 in  Congress favour   call  RahulGandhi           Says one day  "
"1128","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1129","To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope  "
"1130","there is nothing surprising about BJP debacle  it was expected and should be accepted  yet it not an acceptance of  "
"1131","    Raise INDIA Rahuls INDIA Just remember When  India bleeds  congress heals   RG  INC  INDIAREFORMS   RahulGandhi"
"1132"," RahulGandhi be careful BJP now playing with EVMs in MP at the last moment to affect the results"
"1133","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"1134","New leader in New India  A leader who speaks for the 99  people of India  Congratulations   "
"1135","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"1136","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"1137","   King s Maker      RahulGandhi  Results2018 "
"1138","First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the  "
"1139","Seems like  RahulGandhi has done it all 3 major states hindi belt looks its more of hate for bjpwork  then liking for rahul  Results2018"
"1140","Credits should go to  Demonetisation  GST n Modi s decisive politics rather than  RahulGandhi"
"1141","Looks like a  bjp rout this time  Wonder what the electorate saw in  RahulGandhi this time  ElectionResults2018  "
"1142","    ABPResults  leader  KailashVijayvargiya accepts BJP has made mistakes in candidate selection by party and also emp "
"1143","So   Congress is winning 3 0 in state elections   Par ab ye EVM me koi sawal kyu nai uthara bhai     RahulGandhi     "
"1144","Big win for  congratulation to INC President  sir                              ElectionResults2018  RahulGandhi  "
"1145","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1146"," ABPResults  leader  KailashVijayvargiya accepts BJP has made mistakes in candidate selection by party an  "
"1147","Today  RahulGandhi completed one year as a party president     come back of Congress is really a gift for him  "
"1148","   Congress is strong in the hands of     RahulGandhi  Congress  CongressIsWinning"
"1149","These trends at the north zone clearly states that there is downfall in Modi Wave and people are voting for Cong  B  "
"1150","Congratulations my dear  your victory is more powerful because it is easy to lead when the going is goo  "
"1151"," Playing Role of Thanos In Madhyapradesh   Chattisgarh and Rajasthan  Now don t ask who is playing the rol  "
"1152","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1153","Dear    Ji  Got Sense of Angry in People s heart in today s  "
"1154","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1155","   In an initiative to increase women s participation in politics  Congress leader  RahulGandhi wrote to  Congress state g "
"1156","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1157","With  AssemblyElections2018 tilting 3 0 in  Congress favour   call  RahulGandhi           Says one day  "
"1158","This result show how much work done by current ruling government  Intial  reportcard what will be in 2019 let see  "
"1159","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1160","Congrats  rocks   RahulGandhi"
"1161","The only day I watch republic TV and times now   RahulGandhi has arrived  ElectionResults2018 "
"1162","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1163","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1164","Bure din jane wale hain  RahulGandhi ane wale hain    s reply to BJP s  AccheDin  Results2018  AssemblyElections2018"
"1165","Counting Underway  Celebrations Already On In Rahul Gandhi s Camp  "
"1166"," Breaking  So  Congress  RahulGandhi and sympathisers of  TMC  SP now the  working fine  Wake up MORONS"
"1167","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1168","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1169","   A lot on stake for  Congress  Here s why  AssemblyElections2018 results important for  RahulGandhi     ABPResults   MadhyaPr "
"1170","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1171","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1172","So the fact remains same  if you can cover all the temples in a state you can win  You can win and called a leader   "
"1173","Some stupid reporter saying that the temple run janeudhari hindutav etc of  RahulGandhi helped to win in election T  "
"1174","  End to 56   Beginning of RG  CONGRESS laid the foundation of India Congress LL build the fut  "
"1175"," RahulGandhi  Congrats and Love you Rahul Gandhi"
"1176","   Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  Madh "
"1177","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1178"," Raise INDIA Rahuls INDIA Just remember When  India bleeds  congress heals   RG  INC  INDIAREFORMS   RahulGandhi"
"1179","Bring Back               AssemblyElections2018  MadhyaPradeshElections2018  ChhattisgarhElections2018  MizoramElections  "
"1180"," AssemblyElection results show that  RahulGandhi is not Pappu    "
"1181","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1182","So  YogiAdityanath is doing for  BJP what  RahulGandhi has been doing for the Congress for a very long time   "
"1183","Well  well  well      s dream of a  CongressMuktBharat will continue to remain a dream   Credit to  "
"1184","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1185","   Exlusive Pic Of  Rahulgandhi calling  Amitshah on Result day     Results2018  AssemblyElections2018 "
"1186"," finally emerged as Leader   2019Elections    VS  Rest  amp   RahulGandhi  People on whose sid  "
"1187","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1188","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1189","Exlusive Pic Of  Rahulgandhi calling  Amitshah on Result day     Results2018  AssemblyElections2018 "
"1190","Slipper shot to those ppl who are thinking nd who called him pappu   Rahulgandhi  RajasthanElections  "
"1191","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1192","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1193"," rahulrising  RahulGandhi  end of sanghi tyranny bigins   "
"1194","Congress wins 3 states   so now no EVM tampering                                                   election  EVM  rahulgandhi  NarendraModi"
"1195","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1196","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1197","Its clear   RahulGandhi for 2019  "
"1198","Rise of  gemini  RahulGandhi  Lose to  virgo  NarendraModi"
"1199","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1200","   In an initiative to increase women s participation in politics  Congress leader  RahulGandhi wrote to  Congress state g "
"1201","Now there is no problem in EVM      ArvindKejriwal  RahulGandhi"
"1202","I think in present time if you believe in zee news and you are a kattar BHAKT of BHAIYA JANTA PAY then only you  "
"1203"," RahulGandhi will be pleased today   a party that was in danger of being entirely marginalized in Indian politics i  "
"1204"," RahulGandhi will be pleased today   a party that was in danger of being entirely marginalized in Indian politics i  "
"1205","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1206","    RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no longer an "
"1207","It s your victory   RahulGandhi   "
"1208"," RahulGandhi s temple run would not have made Congress a B Team of BJP   but it would have ensured that it is no lo  "
"1209","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1210","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1211","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1212","Congrats  Congrats  RahulGandhi"
"1213","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1214","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1215","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1216","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1217","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1218","Clear victory for  RahulGandhi    hardworkpaysoff"
"1219","    The  NarendraModi Led government has failed to give employment to the youth  Farmers for them  Centre  is a liability    Ra "
"1220","Congrats  Telangana for rejecting  RahulGandhi leadership   "
"1221"," AssemblyElection  Results2018   Modi wave to vaporize today as  RahulGandhi 2 0 makes a comeback in  Hindi  "
"1222","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1223","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1224","Congress is strong in the hands of     RahulGandhi  Congress  CongressIsWinning"
"1225","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1226","It s now high time for Congress to handover the Party to young guys like Sachin pilot in Rajasthan and Jyotiraditya  "
"1227","   Fire crackers    More pollution to come with Congress  Back to square 1  Nation got rid of Congress  got worst BJP and n "
"1228","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1229"," BJP  NarendraModi decimated in semi final  Elections2018   Congress dethrones  BJP  Rahulgandhi next  "
"1230","  That would in a way strengthen  RahulGandhi s position in the opposition firmament  One challenger  "
"1231","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1232","   This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1233","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1234","Rahul demolished modis surgical strike     love u babiee                                                   ElectionResults2018  RahulGandhi   "
"1235"," If congress announces Captain amareendar singh Punjab CM  as PM candidate then Congress will sweep a  "
"1236","Weak link in BJP               AssemblyElections2018  MadhyaPradeshElections2018  ChhattisgarhElections2018  MizoramElections  "
"1237","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1238","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1239"," AssemblyElection2018  Results2018 doesn t look so good  Who are the ones voting for  RahulGandhi  "
"1240","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1241","   Today  exactly an year ago  was named the new  President     Results2018  Dec11WithArnab   RahulG "
"1242","Congratulations     Chhattisgarh  You win   ChhattisgarhElections2018    RahulGandhi"
"1243"," Leads and is eyeing a comeback after 15 years   Victory in the making  AssemblyElections2018  RahulGandhi  SoniaGandhi  Congress"
"1244","Fire crackers    More pollution to come with Congress  Back to square 1  Nation got rid of Congress  got worst BJP  "
"1245","   End of Modi magic               AssemblyElections2018  MadhyaPradeshElections2018  ChhattisgarhElections2018  MizoramElections  tele "
"1246","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1247","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1248","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1249","End of Modi magic               AssemblyElections2018  MadhyaPradeshElections2018  ChhattisgarhElections2018  MizoramElections  "
"1250","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1251","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1252","King s Maker      RahulGandhi  Results2018 "
"1253","This guy according to me is the biggest asset for  RahulGandhi and  Congress "
"1254","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1255"," Results2018  AssemblyElections2018  ElectionsWithNews18   AmitShah  mukt Hindi heartland   NarendraModi proves yet  "
"1256","Hi Congress    Are these vvpat machines are working fine now                  CONGRESS  CongressIsWinning  Elections2018  "
"1257","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1258","Finally RIP Modi Wave                AssemblyElection2018   TelanaganaElections2018  Rajasthan  RahulGandhi  bjp  "
"1259","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1260"," RahulGandhi is one of the most corrupted person I have seen so far     If you want to change the country we don t  "
"1261","State election results today  PappuPappaBanGaya  Hurray  Hats off   RahulGandhi you have proved your spirit of invi  "
"1262","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1263","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1264","Congress is the cancer for India and still we are voting to them     I don t understand what kind of brainwash has  "
"1265","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1266","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1267","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1268","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1269","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1270","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1271","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1272","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1273","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1274","   Best reply to bigoted self centric government  We put you there  we will pull you down  This is people s judgement  Get re "
"1275","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1276","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1277","Today on 11th December 2017  the day when  was declared the  President  One year and many chan  "
"1278","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1279","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1280","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1281","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1282","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1283","Congratulations  RahulGandhi                                                                   "
"1284","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1285","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1286","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1287","Best reply to bigoted self centric government  We put you there  we will pull you down  This is people s judgement   "
"1288","   The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights for  Ma "
"1289","The cumulative distress of the nation is showing by the virtue of the polls   Cow vigilantism and communal divisive  "
"1290","The most interesting outcome of  AssemblyElection2018 is  Telangana  While  RahulGandhi still have bragging rights  "
"1291","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1292","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1293","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1294","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1295","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1296","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1297","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1298","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1299","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1300","For the second consecutive DDay I write this to   Whenever there s a  ElectionResults I  "
"1301","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1302","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1303"," now that you ll have clean sweep in at least 2 big states  Be more agile and work for these people who  "
"1304","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1305","   Biggest Effect of  Demonetisation     Looses  Election2018 5 0 before loosing  Election201 "
"1306","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1307"," there should be one more name  RahulGandhi"
"1308","    If  loses any of 3 states Rajasthan  MP  Chhattisgarh   Then Seculars  amp  liberals will say  IT "
"1309","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1310","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1311","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1312"," RahulGandhi can you let us know why you always go abroad "
"1313","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1314","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1315","    If  loses any of 3 states Rajasthan  MP  Chhattisgarh   Then Seculars  amp  liberals will say  IT "
"1316","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1317","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1318","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1319"," attacks  Modi over farm woes  says anger rising in the country  "
