"","x"
"1045","   1   ICYMI  excoriates  founder   JackDorsey for his inexcusable tone deaf enabling of the  Myan "
"1046","    If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Co "
"1047","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1048","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1049","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1050","1   ICYMI  excoriates  founder   JackDorsey for his inexcusable tone deaf enabling of th  "
"1051","Who is Next   Modi "
"1052"," If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd  "
"1053","Downfall of  Modi starts     AssemblyElections2018"
"1054","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1055","Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  "
"1056","Modi have New Patel  so throwing Old                                      Modi "
"1057","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1058","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1059"," Hmmm   not surprised in  Rajasthan  but  chattisgarh  wake up call to  Modi  amp  extreme RW  In case  "
"1060","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1061","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1062"," ElectionResults2018 Looks like the slogan is  bjpmukthbharat now       bjp  CongressIsWinning  RahulGandhi  modi"
"1063","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1064","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1065","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1066","    BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to win el "
"1067","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1068","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1069","   FULL COVERAGE    UrjitPatel Resignation  All you need to know about  RBIGovernor s exit   Modi "
"1070","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1071","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1072","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1073","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1074","    ChristianMichel admitted in July that the  Modi govt offered him a clean chit if he agreed to frame Sonia Gandhi ji   Thi "
"1075","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1076","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1077","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1078","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1079","We the public told   to change his ways  answer voters  you can t be a dictator but ar  "
"1080","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1081","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1082","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1083","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1084","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1085","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1086","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1087","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1088","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1089","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1090","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1091","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1092","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1093","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1094","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1095","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1096","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1097","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1098","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1099","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1100","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1101","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1102","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1103","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1104","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1105","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1106","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1107","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1108","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1109","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1110","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1111","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1112","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1113","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1114","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1115","     First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    Urjit Pat "
"1116","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1117","Best answer given to ravishankar Prasad  the petrol rates are not in our hands the voters answered but  voting agai  "
"1118","If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  "
"1119","   you are the greatest kambakht of  Gappu  He alleges Congress for everything  An  "
"1120","FULL COVERAGE    UrjitPatel Resignation  All you need to know about  RBIGovernor s exit  "
"1121","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1122","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1123","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1124","    Govt Corrupt nahi hai  Corruption ke liye hi Govt hai  Govt Contractor hai toh Opposition Thekedar  aur public Chutiya  E "
"1125","Joke             f The day  OMG  Yogi  Hyderabad   Mumbai  BJP  Modi "
"1126","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1127","A clear indication that now you got to work on ground level to benefit the people of India  Will vote for you becau  "
"1128","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1129"," Now everyone is understand the what is  Modi and his working    "
"1130"," Gairav is quite  Ha ha ha Why is  trailing in all states   modi ki phat gayi    Phatli Reee Pha  "
"1131"," BJP  amp   Modi are finally going to see their disaster results on  Demo today   AssemblyElections2018"
"1132","BJP set to lose all three states  Big shock for  Modi and his team of liars   AssemblyElections2018"
"1133","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1134"," Modi asks MPs to utilize  winter season well   "
"1135","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1136","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1137","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1138","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1139","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1140","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1141","       As  Results2018 are pouring  "
"1142","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1143","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1144","     Modi s opponent think  Modi can game  WorldBank  influence  British courts and govt whereas  Modi s supporters think h "
"1145"," modi Modi bubble is about to burst "
"1146","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1147","He could not even do proper forgery of his fake certificates  which is why he got caught so easily  useless fellow  "
"1148"," But good for  Modi    He can now get his hands on the loot   "
"1149","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1150"," Incorrect  what is there to stay and fight when he knows  Modi is going to take away RBI funds and weaken  "
"1151","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1152","  First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    U  "
"1153","    Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1154","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1155","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1156","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1157","Biggest Effect of  Demonetisation     Looses  Election2018 5 0 before loosing  "
"1158","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1159","    ChristianMichel admitted in July that the  Modi govt offered him a clean chit if he agreed to frame Sonia Gandhi ji   Thi "
"1160","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1161","   CBI officials say that without authorised bank data  it will be difficult to prove the charges against  ChristianMichel  "
"1162","UK court orders Indian tycoon Vijay Mallya to be extradited on fraud charges  VijayMallaya  VijayMallya  "
"1163","    BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to win el "
"1164"," BulletTrain a jumla like  Kaladhan wapsi in 90 days  Modi  JhotonkaBadsha "
"1165","    BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to win el "
"1166"," BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to w  "
"1167","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1168","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1169","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1170","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1171","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1172"," Govt Corrupt nahi hai  Corruption ke liye hi Govt hai  Govt Contractor hai toh Opposition Thekedar  aur public Chu  "
"1173","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1174","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1175","    It will be betrayal by media if  BJP wins   Media would have failed to expose extremely toxic  governance styl "
"1176"," It will be betrayal by media if  BJP wins   Media would have failed to expose extremely toxic  governance style of  Modi "
"1177","Counting begins in  India   Modi s popularity on test   "
"1178","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1179","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1180","   Get ready for lot of jumlas from  modi  Few tears and Jan ka sevak dialogues are ready for today s scripts   Mitrooooon don "
"1181","I voted for  Modi n  BJP in 2014   but the situation they have created is that aaj congress ki jeet pr bhi khush ho  "
"1182","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1183","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1184","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1185","  Results2018 it wont impact 2019 Parliamentary elections     BJP WILL WIN IN 2019     Modi  Mooditu Po di pavada"
"1186","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1187","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1188","   If  loses any of 3 states Rajasthan  MP  Chhattisgarh   Then Seculars  amp  liberals will say  ITS THE END OF  Mo "
"1189","    Results2018 it wont impact 2019 Parliamentary elections     BJP WILL WIN IN 2019     Modi"
"1190"," Results2018 it wont impact 2019 Parliamentary elections     BJP WILL WIN IN 2019     Modi"
"1191","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1192","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1193","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1194","Get ready for lot of jumlas from  modi  Few tears and Jan ka sevak dialogues are ready for today s scripts   Mitroo  "
"1195","        "
"1196","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1197","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1198","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1199","   Urjit Patel has resigned  there is a vacancy now   Modi Ji how about appointing Rakesh Asthana IPS as bew  RBI governor  If y "
"1200","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1201"," Results2018  Initial trends   Gain 4  BJP upto 9 30 AM with hashtag  ModiVSWho     After 9 30 AM  Modi picture wil  "
"1202","   When  FakeDegree Leaders dictate  amp  irritate                         Educated Elites like  RBIGovernor  Rajan or  Patel give up  Where re  AndhBh "
"1203","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1204","   Which party will win  MadhyaPradeshElections2018   MadhyaPradeshElections  MadhyaPradesh  AssemblyElections2018  ShivrajSin "
"1205","   Isn t it weird that even the  AssemblyElections2018 have become all about  Modi ji s popularity  Our priorities have be "
"1206","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1207","   In yet another victory for the  Modi government  a court in the  UnitedKingdom has ordered the extradition of fugitive busine "
"1208","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1209","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1210","Is the top bureaucracy sensing that  2019Elections may not favour  modi and  bjp   UrijitPatelResigns  UrijitPatel  RBIGovernor  RBIGuvQuits"
"1211","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1212","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1213","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1214","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1215","The discussions on present govt  amp  spreading messages over social media against Modi r myth  unless some specific pr  "
"1216","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1217","   Isn t it weird that even the  AssemblyElections2018 have become all about  Modi ji s popularity  Our priorities have be "
"1218","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1219","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1220","   Which party will win  RajasthanElections2018   RajasthanAssemblyelection2018  Rajasthan  RajasthanElections  VasundharaRaje "
"1221","   Which party will win  MadhyaPradeshElections2018   MadhyaPradeshElections  MadhyaPradesh  AssemblyElections2018  ShivrajSin "
"1222","   The  vidhva comment of the Prime Minister  Modi is the lowest form of political discourse  Absolutely shameful "
"1223","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1224","In yet another victory for the  Modi government  a court in the  UnitedKingdom has ordered the extradition of fugit  "
"1225","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1226","Which party will win  MadhyaPradeshElections2018   MadhyaPradeshElections  MadhyaPradesh  AssemblyElections2018  "
"1227","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1228","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1229","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1230","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1231","All parties other than BJP relied on votes of bheems and meems and enticed them to vote but kept them from progress  "
"1232","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1233","   This  December2018  Delhi crowd sounds ominously similar to the  December1992 vandals at  Ayodhya  If anybody cares for "
"1234","Which party will win  RajasthanElections2018   RajasthanAssemblyelection2018  Rajasthan  RajasthanElections  "
"1235","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1236","Isn t it weird that even the  AssemblyElections2018 have become all about  Modi ji s popularity  Our priorities hav  "
"1237","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1238","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"1239","Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the  "
"1240","   Has  RSS prevailed upon  Modi to appoint its accountant as  RBI Governor     UrjitPatelResigns"
"1241","    Postmortem been done of  RBIGovernor Resignation from yesterday s evening    blah blah continue  All bloody useless opi "
"1242","    Postmortem been done of  RBIGovernor Resignation from yesterday s evening    blah blah continue  All bloody useless opi "
"1243","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1244","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1245","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1246","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1247","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1248","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1249","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1250","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1251","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"1252"," Postmortem been done of  RBIGovernor Resignation from yesterday s evening    blah blah continue  All bloody useles  "
"1253","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1254","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1255","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1256","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1257","Dear  Modi     Please answer on your Council Minister s resignation letter  You have destroyed all the gov  "
"1258","       Bafoon  A proven bafoon               "
"1259","   PM  Modi s Ex economic advisor Arvind Subramanian says the govt is  raiding  RBI reserves   amp  asked for a review of back se "
"1260","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1261","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1262","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1263","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1264","   Jumla gang member    If your Jumla Man  Modi like System ruled this country  "
"1265","Well where is my joy My marbles My spintop My dress shirt that got ripped on the cherry tree They stole my childhoo  "
"1266","  Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1267","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1268","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1269","American academician Walter Andersen  a keen India watcher spoke to me at length on the  BJP  amp   RSS    Modi Amit Sh  "
"1270","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1271","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1272","       A true Indian is for whom the nation comes first     Nothing "
"1273"," Indian  Opposition Could Get A Boost As  Modi Looks Set To Lose State Votes  "
"1274","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1275","    IndiaGetsMallya  ChristianMichel  INC  Raga Beware  It is  at Delhi  Offenders promoted during  UPA regime "
"1276","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1277","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1278","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1279","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1280","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1281","   Gali Gali Mein Shor Hai   Chowkidar  Hi Chor Hai     Time to fix accountability on PM  Modi  amp   BJP     BJPseMukti   It s n "
"1282","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1283","Has  RSS prevailed upon  Modi to appoint its accountant as  RBI Governor     UrjitPatelResigns"
"1284","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1285","The independence of the central bank is a hard won achievement in India  We have too few such world class instituti  "
"1286","    A true Indian is for whom the nation comes first     Not  "
"1287","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1288","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1289","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1290","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1291"," copyright Unique encyclopedia site  3D tech  amp  divisive  Modi made  history through  voters  "
"1292","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1293","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1294"," ISI  RAW Border transcending  Democrats  Modi  Sharif saw satisfied changed to  PakArmys NO  "
"1295","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"1296","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1297","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1298","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1299","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1300"," Modi is just a shape given by the government run by  Adhani  amp   Ambani backed by  RSS  In case  BJP wins  "
"1301","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1302","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1303","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1304","The rate at which people of the  Modi administration are quitting is only matched by his friend  Trump where Russia  "
"1305","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1306","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1307","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1308","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1309","Actually it s not final  it s just yet to start   B4 it was one sided but now it s tough for  Modi  amp      FinalFaislaOnZee"
"1310","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1311","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1312","Rajasthan Election Results 2018  Latest News  amp  Updates on Rajasthan Asse     via    BJP  CONG  MODI"
"1313","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
